timestamp,ax,ay,az,gx,gy,gz
109809,-0.02,-0.05,-1.08,-438.00,-374.00,236.00
109860,-0.11,-0.11,-1.04,741.00,-372.00,15.00
109911,-0.10,-0.09,-1.02,269.00,-154.00,-61.00
109962,-0.10,-0.08,-1.01,-26.00,52.00,44.00
110013,-0.10,-0.09,-1.02,9.00,19.00,15.00
110064,-0.10,-0.09,-1.01,25.00,25.00,13.00
110115,-0.10,-0.09,-1.02,10.00,43.00,24.00
110166,-0.10,-0.08,-1.02,16.00,33.00,18.00
110217,-0.10,-0.09,-1.02,22.00,34.00,24.00
110268,-0.10,-0.09,-1.01,6.00,29.00,19.00
110319,-0.10,-0.09,-1.01,13.00,29.00,20.00
110370,-0.10,-0.09,-1.02,13.00,32.00,31.00
110421,-0.10,-0.09,-1.02,5.00,25.00,23.00
110472,-0.10,-0.09,-1.02,17.00,32.00,20.00
