timestamp,ax,ay,az,gx,gy,gz
219402,-0.22,-1.16,2.05,-14517.00,-16357.00,-9334.00
219453,0.44,-2.20,2.69,-21594.00,-21170.00,-22762.00
219504,1.08,-3.94,2.67,-32631.00,-14140.00,-32767.00
219555,4.68,-5.74,1.65,-24865.00,-1195.00,-32768.00
219606,7.67,-8.32,-1.08,-28646.00,4300.00,-32768.00
219657,2.38,-1.81,-1.30,-30318.00,32557.00,-32768.00
219708,2.31,-1.64,0.03,24234.00,15465.00,-32768.00
219759,2.19,-1.27,0.20,18145.00,-32691.00,-32768.00
219810,2.32,-1.54,0.33,-32768.00,-32768.00,-32768.00
219861,2.43,-1.66,-0.10,-32765.00,10097.00,-32768.00
219913,2.37,-1.47,0.67,-18829.00,17161.00,-32768.00
219964,2.11,-1.46,0.46,8674.00,-6502.00,-32768.00
220015,2.23,-1.55,0.73,-8163.00,-20039.00,-32768.00
220066,2.37,-1.52,0.38,-31566.00,-13654.00,-32768.00
220117,2.30,-1.38,0.71,-26953.00,-3363.00,-32768.00
220168,2.14,-1.47,0.61,-10617.00,-327.00,-32768.00
220219,2.22,-1.54,0.76,-10192.00,-8768.00,-32768.00
220270,2.32,-1.45,0.72,-19251.00,-12667.00,-32768.00
220321,2.23,-1.35,0.78,-21546.00,-9154.00,-32768.00
220372,2.13,-1.46,0.74,-16808.00,-4209.00,-32768.00
220423,2.20,-1.52,0.77,-14069.00,-6270.00,-32768.00
220474,2.26,-1.42,0.73,-16475.00,-9471.00,-32768.00
220525,2.14,-1.37,0.77,-19536.00,-6722.00,-32768.00
220576,2.10,-1.46,0.70,-16335.00,-4011.00,-32768.00
220627,2.20,-1.46,0.78,-14141.00,-6991.00,-32768.00
220678,2.20,-1.37,0.77,-15435.00,-8374.00,-32768.00
220729,2.10,-1.35,0.74,-18092.00,-7946.00,-32768.00
220780,2.09,-1.44,0.71,-18309.00,-6189.00,-32768.00
220831,2.15,-1.44,0.74,-15034.00,-6058.00,-32768.00
220882,2.16,-1.35,0.70,-15203.00,-6782.00,-32768.00
220933,2.07,-1.33,0.75,-18045.00,-6690.00,-32768.00
220984,2.08,-1.40,0.84,-19168.00,-8040.00,-32768.00
221035,2.13,-1.39,1.01,-13531.00,-9789.00,-32768.00
221086,2.14,-1.35,1.00,-16366.00,-6625.00,-32768.00
221137,2.07,-1.33,0.98,-23337.00,-2886.00,-32768.00
221188,2.05,-1.39,0.83,-19811.00,-4604.00,-32768.00
221239,2.10,-1.37,0.89,-12695.00,-7364.00,-32768.00
221290,2.08,-1.28,0.76,-14328.00,-8829.00,-32768.00
221341,2.01,-1.30,0.82,-20144.00,-6417.00,-32768.00
221392,2.01,-1.36,0.78,-20318.00,-6245.00,-32768.00
221443,2.06,-1.35,0.88,-13958.00,-5906.00,-32768.00
221494,2.04,-1.29,0.79,-12049.00,-5603.00,-32768.00
221545,1.97,-1.27,0.73,-17741.00,-8372.00,-32768.00
221596,1.98,-1.33,0.80,-20810.00,-8761.00,-32768.00
221647,2.02,-1.32,0.89,-15408.00,-7418.00,-32768.00
221698,2.02,-1.27,0.91,-13258.00,-4400.00,-32768.00
221749,1.94,-1.24,0.84,-16340.00,-5465.00,-32768.00
221800,1.92,-1.30,0.90,-17832.00,-8136.00,-32768.00
221851,2.05,-1.29,1.50,-15544.00,-8897.00,-32768.00
221902,1.91,0.96,2.41,-32768.00,-1107.00,-32768.00
221953,0.90,-0.57,-0.00,-17068.00,-8594.00,-32768.00
222004,0.88,-0.60,0.14,-14165.00,-3035.00,-32768.00
222055,0.89,-0.64,0.20,-12047.00,-843.00,-32768.00
222106,0.40,-1.00,0.39,-32768.00,-21145.00,-32768.00
222157,0.76,-0.10,-0.11,32407.00,-32768.00,-32768.00
222208,0.39,-0.27,0.02,-23446.00,20696.00,-32768.00
222259,0.65,-0.05,0.51,-8178.00,21749.00,-32768.00
222310,0.79,0.26,2.54,-267.00,-32741.00,-32768.00
222361,-0.17,0.34,0.65,-3928.00,-26872.00,-32768.00
222412,-1.74,1.57,1.30,-3243.00,11538.00,-32768.00
222463,-0.56,0.12,0.72,520.00,1680.00,-21760.00
222514,0.54,0.24,1.27,4312.00,-6510.00,-7521.00
222565,-0.06,0.06,1.01,-446.00,393.00,994.00
222616,0.05,0.02,0.98,-77.00,38.00,57.00
222667,0.06,0.04,1.00,16.00,30.00,4.00
222718,0.05,0.04,1.00,4.00,24.00,20.00
222769,0.05,0.04,1.00,15.00,24.00,30.00
222820,0.05,0.04,1.00,16.00,25.00,37.00
222871,0.05,0.04,1.00,16.00,36.00,17.00
222922,0.05,0.04,1.00,10.00,27.00,19.00
222973,0.05,0.04,1.00,10.00,25.00,13.00
223024,0.05,0.04,1.00,17.00,36.00,26.00
223075,0.05,0.04,1.00,23.00,32.00,15.00
223126,0.05,0.04,1.00,10.00,42.00,14.00
