timestamp,ax,ay,az,gx,gy,gz
17860,1.12,-0.64,1.79,3735.00,-13581.00,-1518.00
17911,1.59,-0.86,2.06,76.00,-20584.00,-20557.00
17963,3.08,-1.99,2.15,-7814.00,-32684.00,-32729.00
18014,5.91,-1.01,2.07,-16344.00,-32721.00,-32768.00
18065,7.53,-1.47,-0.61,-29189.00,-10047.00,-32768.00
18116,1.41,-1.15,-0.84,-32768.00,11605.00,-32768.00
18167,1.56,-0.98,-0.08,-32768.00,32767.00,-32768.00
18218,1.43,-1.01,0.05,7384.00,23751.00,-32768.00
18269,1.29,-0.95,0.30,22657.00,-12256.00,-32768.00
18320,1.42,-0.93,0.61,-3818.00,-31683.00,-32768.00
18372,1.47,-0.96,0.28,-29634.00,-22057.00,-32768.00
18423,1.49,-0.91,0.46,-32706.00,-12.00,-32768.00
18474,1.43,-0.93,0.51,-17078.00,11615.00,-32768.00
18525,1.38,-0.94,0.49,-5392.00,-830.00,-32768.00
18576,1.40,-0.91,0.69,-5868.00,-17148.00,-32768.00
18627,1.40,-0.89,0.65,-13230.00,-16663.00,-32768.00
18678,1.40,-0.92,0.62,-19419.00,-2728.00,-32768.00
18729,1.40,-0.95,0.51,-18902.00,5367.00,-32768.00
18780,1.42,-0.92,0.54,-13870.00,-2717.00,-32768.00
18831,1.39,-0.84,0.84,-7093.00,-15030.00,-32768.00
18882,1.35,-0.88,0.80,-8059.00,-13949.00,-32768.00
18933,1.37,-0.93,0.67,-16589.00,-3285.00,-32768.00
18984,1.42,-0.93,0.65,-22264.00,2286.00,-32768.00
19035,1.42,-0.88,0.67,-18215.00,-3863.00,-32768.00
19086,1.36,-0.85,0.80,-10096.00,-10803.00,-32768.00
19137,1.32,-0.89,0.84,-7215.00,-7571.00,-32768.00
19188,1.37,-0.95,0.93,-14519.00,159.00,-32768.00
19239,1.42,-0.90,0.72,-18767.00,-801.00,-32768.00
19290,1.38,-0.85,0.76,-13885.00,-7459.00,-32768.00
19341,1.33,-0.85,0.84,-8887.00,-9224.00,-32768.00
19392,1.33,-0.90,0.77,-11007.00,-5778.00,-32768.00
19443,1.36,-0.91,0.74,-16502.00,-3028.00,-32768.00
19494,1.38,-0.87,0.71,-16770.00,-4765.00,-32768.00
19545,1.33,-0.85,0.72,-12035.00,-6772.00,-32768.00
19596,1.30,-0.89,0.69,-10999.00,-4491.00,-32768.00
19647,1.34,-0.89,0.61,-13781.00,-3618.00,-32768.00
19698,1.36,-0.86,0.61,-15662.00,-6583.00,-32768.00
19749,1.33,-0.84,0.73,-14615.00,-8281.00,-32768.00
19800,1.30,-0.85,0.78,-11742.00,-5909.00,-32768.00
19851,1.31,-0.89,0.75,-12674.00,-2707.00,-32768.00
19902,1.34,-0.87,0.76,-15016.00,-3388.00,-32768.00
20157,-0.55,-0.24,-1.56,32767.00,18631.00,-32768.00
20208,0.55,-0.07,-0.47,32751.00,-32565.00,-32768.00
20259,0.47,0.02,-0.06,51.00,-32768.00,-32768.00
20310,0.40,-0.22,0.04,-32691.00,-32768.00,-32768.00
20361,0.34,-0.29,0.04,-32767.00,-32768.00,-32768.00
20412,0.27,-0.26,0.15,-32768.00,-18225.00,-32768.00
20463,-0.93,-8.45,8.92,-22839.00,13800.00,-32768.00
20514,1.20,1.11,1.53,-3559.00,-19166.00,-23202.00
20565,0.51,0.04,0.34,18362.00,8534.00,-10263.00
20616,-0.05,0.03,1.26,-1684.00,-4903.00,-264.00
20667,0.07,0.11,1.09,133.00,210.00,-268.00
20718,0.03,0.02,1.00,-19.00,-14.00,34.00
20769,0.04,0.03,1.00,7.00,52.00,13.00
20820,0.04,0.03,1.00,16.00,24.00,11.00
20871,0.04,0.03,1.00,8.00,43.00,11.00
20922,0.04,0.03,1.00,23.00,31.00,19.00
20973,0.04,0.03,1.00,29.00,36.00,14.00
21024,0.04,0.03,1.00,10.00,28.00,13.00
21075,0.04,0.03,1.00,9.00,32.00,17.00
21126,0.04,0.03,1.00,14.00,30.00,16.00
21177,0.04,0.03,1.00,12.00,28.00,16.00
