timestamp,ax,ay,az,gx,gy,gz
19257,0.04,-0.24,1.73,-1400.00,-1391.00,1566.00
19308,0.02,-0.10,1.29,686.00,-264.00,2328.00
19359,-0.01,-0.03,0.06,2947.00,3905.00,2774.00
19410,-0.01,-0.02,0.12,2199.00,3071.00,2860.00
19461,-0.01,-0.02,0.24,1475.00,1355.00,2945.00
19512,0.14,0.05,2.38,-1095.00,-1489.00,3170.00
19563,-0.02,0.04,0.37,10565.00,15364.00,1410.00
19614,-0.11,-0.03,0.35,-6376.00,-7851.00,91.00
19665,0.20,-0.15,0.78,2409.00,3559.00,2.00
19716,0.09,-0.01,1.13,-2074.00,-1816.00,257.00
19767,0.05,-0.02,1.01,-151.00,-147.00,22.00
19818,0.05,-0.02,1.01,12.00,36.00,26.00
19869,0.05,-0.02,1.00,19.00,13.00,18.00
19920,0.05,-0.02,1.00,11.00,28.00,19.00
19971,0.05,-0.02,1.01,-2.00,19.00,18.00
20022,0.05,-0.02,1.01,23.00,28.00,20.00
20073,0.05,-0.02,1.01,29.00,23.00,39.00
20124,0.05,-0.02,1.01,20.00,35.00,25.00
20175,0.05,-0.02,1.01,10.00,30.00,23.00
20226,0.05,-0.02,1.00,17.00,25.00,28.00
20277,0.05,-0.02,1.00,11.00,23.00,36.00
