timestamp,ax,ay,az,gx,gy,gz
159953,1.19,1.14,1.67,3742.00,-3634.00,7840.00
160004,0.72,6.21,4.37,32767.00,30552.00,-32768.00
160055,-2.16,10.01,3.19,32765.00,461.00,-32766.00
160106,1.86,-0.65,-0.98,32767.00,-32768.00,-32768.00
160157,2.99,-1.55,0.11,-32768.00,-32768.00,-32768.00
160208,2.57,-1.90,-0.47,-32766.00,20475.00,-32768.00
160259,2.89,-2.00,-0.14,-15114.00,32767.00,-32768.00
160310,2.52,-1.62,-0.07,30718.00,-15001.00,-32768.00
160361,2.48,-1.58,0.81,131.00,-32768.00,-32768.00
160412,2.63,-1.87,0.03,-32673.00,-12006.00,-32768.00
160464,2.79,-1.70,0.51,-32768.00,19696.00,-32768.00
160515,2.42,-1.64,0.40,5352.00,-4263.00,-32768.00
160566,2.50,-1.76,0.84,-7776.00,-17092.00,-32768.00
160617,2.70,-1.73,0.31,-32768.00,-11508.00,-32768.00
160668,2.57,-1.56,0.71,-26857.00,-1783.00,-32768.00
160719,2.37,-1.70,0.48,-5134.00,1088.00,-32768.00
160770,2.51,-1.77,0.49,-9922.00,-6193.00,-32768.00
160821,2.61,-1.62,0.55,-22976.00,-11386.00,-32768.00
160872,2.46,-1.56,0.75,-21494.00,-5385.00,-32768.00
160923,2.39,-1.71,0.64,-12820.00,92.00,-32768.00
160974,2.53,-1.71,0.58,-14819.00,-5693.00,-32768.00
161025,2.53,-1.54,0.60,-21244.00,-11129.00,-32768.00
161076,2.36,-1.55,0.72,-16634.00,-5975.00,-32768.00
161127,2.38,-1.71,0.62,-13094.00,-2551.00,-32768.00
161178,2.51,-1.63,0.63,-18464.00,-6891.00,-32768.00
161229,2.44,-1.50,0.82,-18508.00,-6544.00,-32768.00
161280,2.31,-1.59,0.84,-15405.00,-4723.00,-32768.00
161331,2.41,-1.69,0.74,-15816.00,-3252.00,-32768.00
161382,9.95,-4.69,1.95,32767.00,-32768.00,-32768.00
161433,4.73,-3.01,-0.12,-32768.00,-32764.00,-32768.00
161484,4.70,-3.14,-0.48,-32762.00,32767.00,-32768.00
161535,4.26,-2.91,-0.32,32767.00,-23942.00,-32768.00
161586,4.57,-3.04,-0.15,-32768.00,-32768.00,-32768.00
161637,4.60,-3.04,-0.02,-31644.00,32767.00,-32768.00
161688,6.90,3.79,0.76,-22863.00,12405.00,-32768.00
161739,4.05,-2.79,0.03,-853.00,-15136.00,-32768.00
161790,4.15,-2.66,-0.14,-32768.00,-27982.00,-32768.00
161841,4.00,-2.78,-0.23,-24160.00,14264.00,-32768.00
161892,4.04,-2.72,-0.10,-4014.00,-15207.00,-32768.00
161943,11.59,-1.92,2.79,-32756.00,-5146.00,-32768.00
161994,3.57,-2.59,-0.16,-1042.00,3118.00,-32768.00
162045,3.89,-2.63,-0.25,-23772.00,-26230.00,-32768.00
162096,3.63,-2.38,-0.22,-16987.00,-12569.00,-32768.00
162147,3.36,-2.63,-0.22,-21818.00,-9117.00,-32768.00
162198,3.56,-2.36,-0.25,-24814.00,-7262.00,-32768.00
162249,8.02,0.37,1.05,-20391.00,-4911.00,-32768.00
162300,3.07,-2.26,-0.13,-5557.00,-672.00,-32768.00
162351,3.73,-1.87,-0.23,-24529.00,-19004.00,-32768.00
162402,5.59,-0.96,0.21,-25820.00,-3566.00,-32768.00
162453,3.08,-2.25,-0.20,-9194.00,6489.00,-32768.00
