timestamp,ax,ay,az,gx,gy,gz
167424,0.65,-0.99,1.70,-471.00,-17632.00,-9570.00
167475,0.94,-1.29,2.18,-10087.00,-14680.00,-22999.00
167526,1.71,-2.34,2.54,-6044.00,-22965.00,-32727.00
167577,3.66,-2.99,2.65,-18675.00,-32768.00,-32768.00
167628,6.96,-2.16,1.75,-21648.00,-13495.00,-32768.00
167679,2.75,-1.39,-0.37,-32768.00,-20046.00,-32768.00
167730,1.10,-0.94,-1.86,-32768.00,32767.00,-32768.00
167781,1.32,-0.79,-0.37,-31657.00,32767.00,-32768.00
167832,1.17,-0.88,0.12,29602.00,32767.00,-32768.00
167883,0.86,-0.72,-0.09,32767.00,-17257.00,-32768.00
167935,0.98,-0.71,0.54,31106.00,-32719.00,-32768.00
167986,1.18,-0.69,0.56,-17816.00,-32768.00,-32768.00
168037,1.24,-0.80,-0.03,-32752.00,-25976.00,-32768.00
168088,1.19,-0.68,0.57,-32768.00,3568.00,-32768.00
168139,1.13,-0.71,0.54,-22919.00,26260.00,-32768.00
168190,1.01,-0.78,0.38,4859.00,16859.00,-32768.00
168241,1.02,-0.79,0.60,13088.00,-3152.00,-32768.00
168292,1.09,-0.71,0.75,1214.00,-22160.00,-32768.00
168343,1.15,-0.68,0.56,-15602.00,-20986.00,-32768.00
168394,1.11,-0.63,0.76,-25297.00,-10616.00,-32768.00
168445,1.08,-0.68,0.80,-25398.00,2490.00,-32768.00
168496,1.03,-0.72,0.69,-16515.00,3942.00,-32768.00
168547,1.06,-0.76,0.75,-7097.00,180.00,-32768.00
168598,1.10,-0.72,0.85,-3007.00,-6024.00,-32768.00
168649,1.10,-0.66,0.77,-6111.00,-8301.00,-32768.00
168700,1.04,-0.62,0.70,-13936.00,-10276.00,-32768.00
168751,1.02,-0.66,0.78,-18158.00,-7443.00,-32768.00
168802,1.03,-0.70,0.82,-16950.00,-7142.00,-32768.00
168853,1.07,-0.70,0.89,-11493.00,-6273.00,-32768.00
168904,1.08,-0.68,0.86,-7263.00,-3934.00,-32768.00
168955,1.06,-0.62,0.78,-7929.00,-4025.00,-32768.00
169006,1.00,-0.61,0.77,-10138.00,-7188.00,-32768.00
169057,0.96,-0.66,0.79,-14453.00,-7585.00,-32768.00
169108,0.99,-0.74,0.67,-15119.00,-1764.00,-32768.00
169159,1.06,-0.72,0.82,-11777.00,-414.00,-32768.00
169210,1.09,-0.65,0.82,-7317.00,-3000.00,-32768.00
169261,1.03,-0.58,0.81,-8331.00,-7017.00,-32768.00
169312,0.97,-0.60,0.95,-11131.00,-8377.00,-32768.00
169363,-2.27,-2.65,1.55,381.00,-28627.00,-32768.00
169414,0.81,-0.68,-0.34,-32584.00,-32758.00,-32768.00
169465,0.62,-0.71,-0.49,-32768.00,-31306.00,-32768.00
169516,0.49,-0.43,-0.07,-32768.00,30930.00,-32768.00
169567,0.67,-0.32,-0.02,-32768.00,32767.00,-32768.00
169618,0.72,-0.49,-0.13,12448.00,32767.00,-32768.00
169669,-5.17,-4.67,1.78,32750.00,32767.00,-32768.00
169720,0.62,-0.38,-0.28,32764.00,32767.00,-32768.00
169771,0.47,-0.48,-0.09,32767.00,32767.00,-32768.00
169822,0.32,-0.52,-0.10,32767.00,32767.00,-32768.00
169873,0.19,-0.51,0.10,32767.00,32767.00,-32768.00
169924,0.06,-0.41,0.23,32767.00,17548.00,-32768.00
169975,1.23,3.51,4.19,18719.00,-32726.00,-7659.00
170026,0.23,0.12,1.69,-32768.00,32767.00,-11088.00
170077,0.11,-0.04,0.23,31323.00,31542.00,-17905.00
170128,-0.21,-0.05,0.39,32767.00,-4476.00,-18018.00
170179,0.19,0.02,0.85,-7288.00,-32768.00,-8170.00
170230,0.25,-0.19,0.73,-14565.00,32767.00,-4982.00
170281,0.04,-0.04,0.57,15343.00,-23580.00,-5799.00
170332,0.08,-0.16,2.12,-12456.00,10606.00,-3042.00
170383,0.06,0.06,0.85,-10152.00,-5580.00,377.00
170434,-0.04,0.11,1.03,-1756.00,-1193.00,246.00
170485,0.00,-0.02,1.00,29.00,29.00,16.00
170536,-0.00,-0.00,1.00,10.00,44.00,18.00
170587,0.00,-0.00,1.00,16.00,30.00,26.00
170638,0.00,-0.00,1.00,1.00,26.00,17.00
170689,-0.00,-0.00,1.00,22.00,23.00,22.00
170740,0.00,-0.00,1.01,23.00,31.00,27.00
170791,0.00,-0.00,1.00,12.00,31.00,18.00
170842,0.00,-0.00,1.00,11.00,26.00,18.00
170893,-0.00,0.00,1.00,8.00,35.00,23.00
170944,0.00,-0.00,1.00,7.00,20.00,26.00
