timestamp,ax,ay,az,gx,gy,gz
217641,1.00,-3.76,0.65,-13949.00,-12985.00,-32696.00
217692,3.28,-5.93,2.06,-29085.00,-19586.00,-32768.00
217743,6.29,-9.75,0.46,-19070.00,822.00,-32768.00
217794,1.46,-0.95,0.29,-32762.00,-11924.00,-32768.00
217845,1.98,-1.37,-0.97,-32768.00,32691.00,-32768.00
217896,1.87,-1.25,0.69,3791.00,32767.00,-32768.00
217947,1.45,-1.04,0.24,32748.00,-8818.00,-32768.00
217998,1.55,-1.14,0.93,27029.00,-32768.00,-32768.00
218049,1.81,-1.16,0.66,-27587.00,-32768.00,-32768.00
218100,1.94,-1.10,0.27,-32768.00,-18109.00,-32768.00
218152,1.75,-1.04,1.03,-32768.00,13490.00,-32768.00
218203,1.55,-1.21,0.69,761.00,18583.00,-32768.00
218254,1.69,-1.23,0.96,6360.00,1616.00,-32768.00
218305,1.78,-1.06,0.73,-6051.00,-21868.00,-32768.00
218356,1.71,-0.88,0.76,-22497.00,-30984.00,-32768.00
218407,1.57,-1.02,0.92,-24184.00,-10987.00,-32768.00
218458,1.58,-1.20,0.56,-18690.00,6213.00,-32768.00
218509,1.74,-1.16,0.53,-16273.00,6917.00,-32768.00
218560,1.73,-0.98,0.68,-12534.00,-9164.00,-32768.00
218611,1.56,-0.92,0.85,-10841.00,-15223.00,-32768.00
218662,1.51,-1.08,0.86,-13102.00,-7434.00,-32768.00
218713,1.62,-1.20,0.53,-18653.00,1377.00,-32768.00
218764,1.75,-1.06,0.53,-23927.00,-2322.00,-32768.00
218815,1.64,-0.90,0.56,-15958.00,-11849.00,-32768.00
218866,1.44,-0.94,0.63,-5299.00,-11801.00,-32768.00
218917,1.47,-1.13,0.45,-5238.00,-668.00,-32768.00
218968,1.63,-1.14,0.30,-16893.00,-1371.00,-32768.00
219019,1.71,-0.97,0.24,-25101.00,-12798.00,-32768.00
219070,7.30,0.06,-1.64,10204.00,29892.00,-32768.00
219121,4.15,-2.96,0.49,-2278.00,-32768.00,-32768.00
219172,4.52,-2.86,-0.27,-32768.00,-6043.00,-32768.00
219223,4.14,-2.96,-0.25,9286.00,20692.00,-32768.00
219274,4.33,-2.83,-0.26,-12910.00,-32768.00,-32768.00
219325,4.36,-2.80,-0.01,-32768.00,-8359.00,-32768.00
219376,-5.94,7.15,0.53,5896.00,16139.00,-32768.00
219427,4.85,-2.74,-0.37,11657.00,-32042.00,-32768.00
219478,4.67,-3.01,0.53,-32768.00,6963.00,-32768.00
219529,4.45,-3.43,-0.04,32767.00,32583.00,-32768.00
219580,4.55,-3.02,0.47,-11335.00,1570.00,-32768.00
219631,4.26,-1.02,0.35,-18485.00,-25679.00,-32768.00
219682,4.36,-2.85,0.19,-28593.00,-29688.00,-32768.00
219733,4.62,-2.75,0.21,-32768.00,756.00,-32768.00
219784,4.21,-2.51,0.42,-18230.00,-32419.00,-32768.00
219835,4.21,-2.76,-0.12,-32768.00,1940.00,-32768.00
219886,3.98,-2.70,0.06,144.00,7358.00,-32768.00
219937,4.03,-2.68,0.23,-14633.00,-32768.00,-32768.00
219988,7.83,-10.51,-2.73,-32768.00,-3824.00,-32768.00
220039,3.84,-2.63,-0.18,-12432.00,32615.00,-32768.00
220090,3.45,-2.40,0.54,32611.00,-32768.00,-32768.00
220141,3.49,-2.46,0.24,-21482.00,-2855.00,-32768.00
220192,3.49,-2.32,0.26,-14575.00,-12170.00,-32768.00
220243,3.83,-2.61,0.41,7725.00,-28605.00,-32768.00
220294,3.57,-2.26,0.12,-32768.00,-28587.00,-32768.00
